# T2d · 宽度逐行明细（**每行一条**；与 t2d-extent-mismatches.txt 同格式，便于并排看）
# 列：用例 | 行# | cp 区间 | 真值宽 | 我们宽 | 差 | 桶
# 口径：桶 = 0（逐位等）/ ≤0.34 DIP（= 1 个 ideal unit）/ >0.34 DIP；三桶之和 == 行数（机检）
# 被测 shim 源 sha256（本 harness 直接编入） = 921BA9C65E9FB3BE9E31D402FD98568EE78639063D75BB4E656B20201B30DC2B
# PC 内 shim sha256                         = unknown(FP 里有该文件的行但行内无 sha256)
# hbtextline_shim_stale                     = false   （口径=源 mtime 1789965167 vs PC 产物 mtime 1789976075（basis=auth，与 run-wpfprobe.sh 的 hbt_stale() 同谓词）；**mtime 谓词、非内容比对** ⇒ 同内容重写会假阳（已登记为已知仪器局限；内容比对需要 PC 侧逐文件 sha，当前不可得））
# 仪器 = run.sh 711F39F468F61CC8 / Program.cs 149DD986A642FDFC   pc=56EE75CED8D6AECE   applocal=4/4 一致
# 族 × >0.34 红数 = （无）；各和=0 == 总数 0 : OK
# 隔离矩阵 = OK；逐族 diff = 一位未动（全部族计数与基线逐位相同）
# 合计 1298 行；0=173 ≤0.34=1125 >0.34=0；本清单只列差>0 的行，共 1125 条
A1_lat_words_w20 | 行#0 | cp=[0,2) | 真值宽=18.7833 | 我们宽=18.7840 | 差=0.0007 | 桶=≤0.34 DIP
A1_hard_ls_w120 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w150 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w150 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w150 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w180 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w180 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w180 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w200 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w200 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w200 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w240 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w240 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w240 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w280 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w280 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w280 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w320 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w320 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w320 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w400 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w400 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w400 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w480 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w480 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w480 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w560 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w560 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w560 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w700 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w700 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w700 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_w900 | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_w900 | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_w900 | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_hard_ls_winf | 行#0 | cp=[0,11) | 真值宽=61.0033 | 我们宽=61.0080 | 差=0.0047 | 桶=≤0.34 DIP
A1_hard_ls_winf | 行#1 | cp=[11,23) | 真值宽=85.0967 | 我们宽=85.1040 | 差=0.0073 | 桶=≤0.34 DIP
A1_hard_ls_winf | 行#2 | cp=[23,29) | 真值宽=35.9167 | 我们宽=35.9200 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#0 | cp=[0,2) | 真值宽=18.8167 | 我们宽=18.8160 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#1 | cp=[2,5) | 真值宽=15.2633 | 我们宽=15.2640 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#2 | cp=[5,7) | 真值宽=19.5667 | 我们宽=19.5680 | 差=0.0013 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#3 | cp=[7,9) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#6 | cp=[11,13) | 真值宽=18.8167 | 我们宽=18.8160 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#7 | cp=[13,16) | 真值宽=15.2633 | 我们宽=15.2640 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#8 | cp=[16,18) | 真值宽=15.6633 | 我们宽=15.6640 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#9 | cp=[18,20) | 真值宽=15.3100 | 我们宽=15.3120 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w20 | 行#10 | cp=[20,22) | 真值宽=9.0233 | 我们宽=9.0240 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#0 | cp=[0,3) | 真值宽=25.1033 | 我们宽=25.4240 | 差=0.3207 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#1 | cp=[3,5) | 真值宽=8.9767 | 我们宽=8.9760 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#2 | cp=[5,9) | 真值宽=28.5900 | 我们宽=28.5920 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#5 | cp=[11,14) | 真值宽=25.1033 | 我们宽=25.4240 | 差=0.3207 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#6 | cp=[14,16) | 真值宽=8.9767 | 我们宽=8.9760 | 差=0.0007 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#7 | cp=[16,19) | 真值宽=21.9500 | 我们宽=22.2720 | 差=0.3220 | 桶=≤0.34 DIP
A1_blank_lines_w30 | 行#8 | cp=[19,22) | 真值宽=18.0467 | 我们宽=18.0480 | 差=0.0013 | 桶=≤0.34 DIP
A1_blank_lines_w40 | 行#1 | cp=[5,9) | 真值宽=28.5900 | 我们宽=28.5920 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w40 | 行#5 | cp=[16,22) | 真值宽=39.9967 | 我们宽=40.0000 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w50 | 行#1 | cp=[5,9) | 真值宽=28.5900 | 我们宽=28.5920 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w50 | 行#5 | cp=[16,22) | 真值宽=39.9967 | 我们宽=40.0000 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w60 | 行#1 | cp=[5,9) | 真值宽=28.5900 | 我们宽=28.5920 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w60 | 行#5 | cp=[16,22) | 真值宽=39.9967 | 我们宽=40.0000 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w70 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w70 | 行#4 | cp=[16,22) | 真值宽=39.9967 | 我们宽=40.0000 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w80 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w80 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w100 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w100 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w120 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w120 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w150 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w150 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w180 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w180 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w200 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w200 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w240 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w240 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w280 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w280 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w320 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w320 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w400 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w400 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w480 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w480 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w560 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w560 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w700 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w700 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_w900 | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_w900 | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_blank_lines_winf | 行#0 | cp=[0,9) | 真值宽=66.8300 | 我们宽=66.8320 | 差=0.0020 | 桶=≤0.34 DIP
A1_blank_lines_winf | 行#3 | cp=[11,22) | 真值宽=78.2367 | 我们宽=78.2400 | 差=0.0033 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#0 | cp=[0,2) | 真值宽=17.5500 | 我们宽=17.5520 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#1 | cp=[2,4) | 真值宽=16.2867 | 我们宽=16.2880 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#2 | cp=[4,6) | 真值宽=5.7767 | 我们宽=5.7760 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#3 | cp=[6,8) | 真值宽=18.6700 | 我们宽=18.6720 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#4 | cp=[8,10) | 真值宽=18.8633 | 我们宽=18.8640 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#5 | cp=[10,12) | 真值宽=13.9667 | 我们宽=13.9680 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#6 | cp=[12,15) | 真值宽=17.2300 | 我们宽=17.2320 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#7 | cp=[15,17) | 真值宽=11.7900 | 我们宽=12.1120 | 差=0.3220 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#8 | cp=[17,19) | 真值宽=18.8167 | 我们宽=18.8160 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#9 | cp=[19,22) | 真值宽=12.3800 | 我们宽=12.3840 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#10 | cp=[22,25) | 真值宽=17.5667 | 我们宽=17.5680 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#11 | cp=[25,27) | 真值宽=16.3833 | 我们宽=16.7040 | 差=0.3207 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#12 | cp=[27,29) | 真值宽=18.3033 | 我们宽=18.3040 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#13 | cp=[29,32) | 真值宽=17.2300 | 我们宽=17.2320 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#14 | cp=[32,34) | 真值宽=13.9667 | 我们宽=13.9680 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#16 | cp=[36,38) | 真值宽=13.8067 | 我们宽=13.8080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#17 | cp=[38,40) | 真值宽=17.5500 | 我们宽=17.5520 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#18 | cp=[40,42) | 真值宽=18.3067 | 我们宽=18.3040 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#19 | cp=[42,44) | 真值宽=18.3067 | 我们宽=18.3040 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#20 | cp=[44,46) | 真值宽=18.3067 | 我们宽=18.3040 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#21 | cp=[46,48) | 真值宽=18.3067 | 我们宽=18.3040 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#22 | cp=[48,51) | 真值宽=18.3067 | 我们宽=18.3040 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w20 | 行#24 | cp=[54,56) | 真值宽=4.1267 | 我们宽=4.1280 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#0 | cp=[0,3) | 真值宽=27.2300 | 我们宽=27.2320 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#1 | cp=[3,6) | 真值宽=12.3833 | 我们宽=12.3840 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#2 | cp=[6,9) | 真值宽=28.5100 | 我们宽=28.5120 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#3 | cp=[9,12) | 真值宽=22.9900 | 我们宽=22.9920 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#4 | cp=[12,17) | 真值宽=29.0200 | 我们宽=29.3440 | 差=0.3240 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#5 | cp=[17,21) | 真值宽=27.0700 | 我们宽=27.0720 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#6 | cp=[21,26) | 真值宽=29.3733 | 我们宽=29.3760 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#7 | cp=[26,29) | 真值宽=27.0067 | 我们宽=27.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#8 | cp=[29,33) | 真值宽=21.3567 | 我们宽=21.3600 | 差=0.0033 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#10 | cp=[36,39) | 真值宽=23.6933 | 我们宽=23.6960 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#11 | cp=[39,42) | 真值宽=25.9700 | 我们宽=25.9680 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#12 | cp=[42,45) | 真值宽=27.4600 | 我们宽=27.4560 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#13 | cp=[45,48) | 真值宽=27.4600 | 我们宽=27.4560 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#14 | cp=[48,51) | 真值宽=18.3067 | 我们宽=18.3040 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w30 | 行#15 | cp=[51,56) | 真值宽=23.0067 | 我们宽=23.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#1 | cp=[6,10) | 真值宽=37.5333 | 我们宽=37.5360 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#2 | cp=[10,16) | 真值宽=36.7000 | 我们宽=36.7040 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#3 | cp=[16,22) | 真值宽=37.4833 | 我们宽=37.4880 | 差=0.0047 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#4 | cp=[22,27) | 真值宽=33.9500 | 我们宽=34.2720 | 差=0.3220 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#5 | cp=[27,33) | 真值宽=39.6600 | 我们宽=39.6640 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#6 | cp=[33,37) | 真值宽=31.3267 | 我们宽=31.3280 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#7 | cp=[37,41) | 真值宽=36.3833 | 我们宽=36.3840 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#8 | cp=[41,45) | 真值宽=36.6133 | 我们宽=36.6080 | 差=0.0053 | 桶=≤0.34 DIP
A1_long_word_w40 | 行#9 | cp=[45,49) | 真值宽=36.6133 | 我们宽=36.6080 | 差=0.0053 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#1 | cp=[6,11) | 真值宽=43.8200 | 我们宽=44.1440 | 差=0.3240 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#2 | cp=[11,18) | 真值宽=45.6767 | 我们宽=45.6800 | 差=0.0033 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#3 | cp=[18,26) | 真值宽=47.4667 | 我们宽=47.4720 | 差=0.0053 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#4 | cp=[26,33) | 真值宽=48.3633 | 我们宽=48.3680 | 差=0.0047 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#5 | cp=[33,38) | 真值宽=41.0067 | 我们宽=41.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#6 | cp=[38,43) | 真值宽=45.0100 | 我们宽=45.0080 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#7 | cp=[43,48) | 真值宽=45.7667 | 我们宽=45.7600 | 差=0.0067 | 桶=≤0.34 DIP
A1_long_word_w50 | 行#8 | cp=[48,56) | 真值宽=45.4733 | 我们宽=45.4720 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#1 | cp=[6,12) | 真值宽=51.5000 | 我们宽=51.5040 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#2 | cp=[12,21) | 真值宽=56.0900 | 我们宽=56.0960 | 差=0.0060 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#3 | cp=[21,29) | 真值宽=56.3800 | 我们宽=56.3840 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#4 | cp=[29,37) | 真值宽=52.6833 | 我们宽=52.6880 | 差=0.0047 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#5 | cp=[37,43) | 真值宽=54.6900 | 我们宽=54.6880 | 差=0.0020 | 桶=≤0.34 DIP
A1_long_word_w60 | 行#6 | cp=[43,49) | 真值宽=54.9200 | 我们宽=54.9120 | 差=0.0080 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#1 | cp=[6,15) | 真值宽=68.7300 | 我们宽=68.7360 | 差=0.0060 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#2 | cp=[15,26) | 真值宽=68.2333 | 我们宽=68.2400 | 差=0.0067 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#3 | cp=[26,35) | 真值宽=67.8833 | 我们宽=67.8880 | 差=0.0047 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#4 | cp=[35,43) | 真值宽=66.4967 | 我们宽=66.4960 | 差=0.0007 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#5 | cp=[43,51) | 真值宽=64.0733 | 我们宽=64.0640 | 差=0.0093 | 桶=≤0.34 DIP
A1_long_word_w70 | 行#6 | cp=[51,56) | 真值宽=23.0067 | 我们宽=23.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w80 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w80 | 行#1 | cp=[6,16) | 真值宽=74.2333 | 我们宽=74.2400 | 差=0.0067 | 桶=≤0.34 DIP
A1_long_word_w80 | 行#2 | cp=[16,28) | 真值宽=79.8967 | 我们宽=79.9040 | 差=0.0073 | 桶=≤0.34 DIP
A1_long_word_w80 | 行#3 | cp=[28,38) | 真值宽=72.2033 | 我们宽=72.2080 | 差=0.0047 | 桶=≤0.34 DIP
A1_long_word_w80 | 行#4 | cp=[38,46) | 真值宽=72.4700 | 我们宽=72.4640 | 差=0.0060 | 桶=≤0.34 DIP
A1_long_word_w80 | 行#5 | cp=[46,56) | 真值宽=63.7800 | 我们宽=63.7760 | 差=0.0040 | 桶=≤0.34 DIP
A1_long_word_w100 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w100 | 行#1 | cp=[6,19) | 真值宽=99.3367 | 我们宽=99.3440 | 差=0.0073 | 桶=≤0.34 DIP
A1_long_word_w100 | 行#2 | cp=[19,34) | 真值宽=95.8300 | 我们宽=95.8400 | 差=0.0100 | 桶=≤0.34 DIP
A1_long_word_w100 | 行#3 | cp=[34,45) | 真值宽=94.4833 | 我们宽=94.4800 | 差=0.0033 | 桶=≤0.34 DIP
A1_long_word_w100 | 行#4 | cp=[45,56) | 真值宽=72.9333 | 我们宽=72.9280 | 差=0.0053 | 桶=≤0.34 DIP
A1_long_word_w120 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
A1_long_word_w120 | 行#1 | cp=[6,23) | 真值宽=119.3800 | 我们宽=119.3920 | 差=0.0120 | 桶=≤0.34 DIP
A1_long_word_w120 | 行#2 | cp=[23,39) | 真值宽=116.8400 | 我们宽=116.8480 | 差=0.0080 | 桶=≤0.34 DIP
A1_long_word_w120 | 行#3 | cp=[39,51) | 真值宽=99.1967 | 我们宽=99.1840 | 差=0.0127 | 桶=≤0.34 DIP
A1_long_word_w120 | 行#4 | cp=[51,56) | 真值宽=23.0067 | 我们宽=23.0080 | 差=0.0013 | 桶=≤0.34 DIP
A1_long_word_w150 | 行#0 | cp=[0,6) | 真值宽=39.6133 | 我们宽=39.6160 | 差=0.0027 | 桶=≤0.34 DIP
